From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
L2HGDH	Q9H9P8	reviewed	L2HDH_HUMAN	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2) (Duranin)	L2HGDH C14orf160	Homo sapiens (Human)
ZMAT3	Q9HA38	reviewed	ZMAT3_HUMAN	Zinc finger matrin-type protein 3 (Zinc finger protein WIG-1) (p53-activated gene 608 protein)	ZMAT3 PAG608 WIG1	Homo sapiens (Human)
GNB4	Q9HAV0	reviewed	GBB4_HUMAN	Guanine nucleotide-binding protein subunit beta-4 (Transducin beta chain 4)	GNB4	Homo sapiens (Human)
UGT1	Q9HAW7	reviewed	UD17_HUMAN	UDP-glucuronosyltransferase 1A7 (UGT1A7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7) (UDPGT 1-7) (UGT1*7) (UGT1-07) (UGT1.7) (UDP-glucuronosyltransferase 1-G) (UGT-1G) (UGT1G)	UGT1A7 GNT1 UGT1	Homo sapiens (Human)
UGT1	Q9HAW8	reviewed	UD110_HUMAN	UDP-glucuronosyltransferase 1A10 (UGT1A10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-10) (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J)	UGT1A10 GNT1 UGT1	Homo sapiens (Human)
UGT1	Q9HAW9	reviewed	UD18_HUMAN	UDP-glucuronosyltransferase 1A8 (UGT1A8) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-8) (UDPGT 1-8) (UGT1*8) (UGT1-08) (UGT1.8) (UDP-glucuronosyltransferase 1-H) (UGT-1H) (UGT1H)	UGT1A8 GNT1 UGT1	Homo sapiens (Human)
BCO1	Q9HAY6	reviewed	BCDO1_HUMAN	Beta,beta-carotene 15,15'-dioxygenase (EC 1.13.11.63) (Beta-carotene dioxygenase 1) (Beta-carotene oxygenase 1)	BCO1 BCDO BCDO1 BCMO1	Homo sapiens (Human)
PLEKHA2	Q9HB19	reviewed	PKHA2_HUMAN	Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (Tandem PH domain-containing protein 2) (TAPP-2)	PLEKHA2 TAPP2	Homo sapiens (Human)
SP110	Q9HB58	reviewed	SP110_HUMAN	Sp110 nuclear body protein (Interferon-induced protein 41/75) (Speckled 110 kDa) (Transcriptional coactivator Sp110)	SP110	Homo sapiens (Human)
ZFYVE1	Q9HBF4	reviewed	ZFYV1_HUMAN	Zinc finger FYVE domain-containing protein 1 (Double FYVE-containing protein 1) (SR3) (Tandem FYVE fingers-1)	ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436	Homo sapiens (Human)
CDH20	Q9HBT6	reviewed	CAD20_HUMAN	Cadherin-20	CDH20 CDH7L3	Homo sapiens (Human)
BAG	Q9HBW1	reviewed	LRRC4_HUMAN	Leucine-rich repeat-containing protein 4 (Brain tumor-associated protein BAG) (Nasopharyngeal carcinoma-associated gene 14 protein) (Netrin-G2 ligand) (NGL-2)	LRRC4 BAG NAG14 UNQ554/PRO1111	Homo sapiens (Human)
SGK2	Q9HBY8	reviewed	SGK2_HUMAN	Serine/threonine-protein kinase Sgk2 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 2)	SGK2	Homo sapiens (Human)
OTOF	Q9HC10	reviewed	OTOF_HUMAN	Otoferlin (Fer-1-like protein 2)	OTOF FER1L2	Homo sapiens (Human)
SLC25A19	Q9HC21	reviewed	TPC_HUMAN	Mitochondrial thiamine pyrophosphate carrier (Mitochondrial thiamine pyrophosphate transporter) (MTPPT) (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19)	SLC25A19 DNC MUP1	Homo sapiens (Human)
SLC24A3	Q9HC58	reviewed	NCKX3_HUMAN	Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3)	SLC24A3 NCKX3	Homo sapiens (Human)
ANO8	Q9HCE9	reviewed	ANO8_HUMAN	Anoctamin-8 (Transmembrane protein 16H)	ANO8 KIAA1623 TMEM16H	Homo sapiens (Human)
TRPM3	Q9HCF6	reviewed	TRPM3_HUMAN	Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC-3) (LTrpC3) (Melastatin-2) (MLSN2)	TRPM3 KIAA1616 LTRPC3	Homo sapiens (Human)
GBA2	Q9HCG7	reviewed	GBA2_HUMAN	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.-) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (EC 3.2.1.46) (Non-lysosomal glycosylceramidase)	GBA2 KIAA1605 SPG46 AD035	Homo sapiens (Human)
CPNE5	Q9HCH3	reviewed	CPNE5_HUMAN	Copine-5 (Copine V)	CPNE5 KIAA1599	Homo sapiens (Human)
MAGEE1	Q9HCI5	reviewed	MAGE1_HUMAN	Melanoma-associated antigen E1 (Alpha-dystrobrevin-associated MAGE Protein) (DAMAGE) (Hepatocellular carcinoma-associated protein 1) (MAGE-E1 antigen)	MAGEE1 HCA1 KIAA1587	Homo sapiens (Human)
KIAA1549	Q9HCM3	reviewed	K1549_HUMAN	UPF0606 protein KIAA1549	KIAA1549	Homo sapiens (Human)
SDF2L1	Q9HCN8	reviewed	SDF2L_HUMAN	Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)	SDF2L1 UNQ1941/PRO4424	Homo sapiens (Human)
GALNT9	Q9HCQ5	reviewed	GALT9_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 9 (EC 2.4.1.41) (Polypeptide GalNAc transferase 9) (GalNAc-T9) (pp-GaNTase 9) (Protein-UDP acetylgalactosaminyltransferase 9) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 9)	GALNT9	Homo sapiens (Human)
EPB41L4A	Q9HCS5	reviewed	E41LA_HUMAN	Band 4.1-like protein 4A (Erythrocyte membrane protein band 4.1-like 4A) (Protein NBL4)	EPB41L4A EPB41L4	Homo sapiens (Human)
CELSR2	Q9HCU4	reviewed	CELR2_HUMAN	Cadherin EGF LAG seven-pass G-type receptor 2 (Cadherin family member 10) (Epidermal growth factor-like protein 2) (EGF-like protein 2) (Flamingo homolog 3) (Multiple epidermal growth factor-like domains protein 3) (Multiple EGF-like domains protein 3)	CELSR2 CDHF10 EGFL2 KIAA0279 MEGF3	Homo sapiens (Human)
SRA1	Q9HD15	reviewed	SRA1_HUMAN	Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP)	SRA1 PP7684	Homo sapiens (Human)
RETN	Q9HD89	reviewed	RETN_HUMAN	Resistin (Adipose tissue-specific secretory factor) (ADSF) (C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein) (Cysteine-rich secreted protein A12-alpha-like 2) (Cysteine-rich secreted protein FIZZ3)	RETN FIZZ3 HXCP1 RSTN UNQ407/PRO1199	Homo sapiens (Human)
NRXN3	Q9HDB5	reviewed	NRX3B_HUMAN	Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form; Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]	NRXN3 KIAA0743	Homo sapiens (Human)
PLAAT1	Q9HDD0	reviewed	PLAT1_HUMAN	Phospholipase A and acyltransferase 1 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (HRAS-like suppressor 1) (HRSL1) (Phospholipid-metabolizing enzyme A-C1)	PLAAT1 HRASLS	Homo sapiens (Human)
TXNRD2	Q9NNW7	reviewed	TRXR2_HUMAN	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)	TXNRD2 KIAA1652 TRXR2	Homo sapiens (Human)
SH2D2A	Q9NP31	reviewed	SH22A_HUMAN	SH2 domain-containing protein 2A (SH2 domain-containing adapter protein) (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein)	SH2D2A SCAP TSAD VRAP	Homo sapiens (Human)
PDE7B	Q9NP56	reviewed	PDE7B_HUMAN	3',5'-cyclic-AMP phosphodiesterase 7B (EC 3.1.4.53) (cAMP-specific phosphodiesterase 7B)	PDE7B	Homo sapiens (Human)
PRP	Q9NP58	reviewed	ABCB6_HUMAN	ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5) (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter)	ABCB6 MTABC3 PRP UMAT	Homo sapiens (Human)
ABCB9	Q9NP78	reviewed	ABCB9_HUMAN	ABC-type oligopeptide transporter ABCB9 (EC 7.4.2.6) (ATP-binding cassette sub-family B member 9) (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL)	ABCB9 KIAA1520	Homo sapiens (Human)
PNPLA8	Q9NP80	reviewed	PLPL8_HUMAN	Calcium-independent phospholipase A2-gamma (EC 3.1.1.-) (EC 3.1.1.5) (Intracellular membrane-associated calcium-independent phospholipase A2 gamma) (iPLA2-gamma) (PNPLA-gamma) (Patatin-like phospholipase domain-containing protein 8) (iPLA2-2)	PNPLA8 IPLA22 IPLA2G BM-043	Homo sapiens (Human)
MMP25	Q9NPA2	reviewed	MMP25_HUMAN	Matrix metalloproteinase-25 (MMP-25) (EC 3.4.24.-) (Leukolysin) (Membrane-type matrix metalloproteinase 6) (MT-MMP 6) (MTMMP6) (Membrane-type-6 matrix metalloproteinase) (MT6-MMP) (MT6MMP)	MMP25 MMP20 MMPL1 MT6MMP	Homo sapiens (Human)
CCNB1IP1	Q9NPC3	reviewed	CIP1_HUMAN	E3 ubiquitin-protein ligase CCNB1IP1 (EC 2.3.2.27) (Cyclin-B1-interacting protein 1) (Human enhancer of invasion 10) (RING-type E3 ubiquitin transferase CCNB1IP1)	CCNB1IP1 C14orf18 HEI10	Homo sapiens (Human)
NGRN	Q9NPE2	reviewed	NGRN_HUMAN	Neugrin (Mesenchymal stem cell protein DSC92) (Neurite outgrowth-associated protein) (Spinal cord-derived protein FI58G)	NGRN FI58G HT020	Homo sapiens (Human)
CHST11	Q9NPF2	reviewed	CHSTB_HUMAN	Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1)	CHST11	Homo sapiens (Human)
ADAP2	Q9NPF8	reviewed	ADAP2_HUMAN	Arf-GAP with dual PH domain-containing protein 2 (Centaurin-alpha-2) (Cnt-a2)	ADAP2 CENTA2	Homo sapiens (Human)
FZD3	Q9NPG1	reviewed	FZD3_HUMAN	Frizzled-3 (Fz-3) (hFz3)	FZD3	Homo sapiens (Human)
NOX4	Q9NPH5	reviewed	NOX4_HUMAN	NADPH oxidase 4 (EC 1.6.3.1) (Kidney oxidase-1) (KOX-1) (Kidney superoxide-producing NADPH oxidase) (Renal NAD(P)H-oxidase)	NOX4 RENOX	Homo sapiens (Human)
NMRK2	Q9NPI5	reviewed	NRK2_HUMAN	Nicotinamide riboside kinase 2 (NRK 2) (NmR-K 2) (EC 2.7.1.22) (Integrin beta-1-binding protein 3) (Muscle integrin-binding protein) (MIBP) (Nicotinic acid riboside kinase 2) (EC 2.7.1.173) (Ribosylnicotinamide kinase 2) (RNK 2) (Ribosylnicotinic acid kinase 2)	NMRK2 ITGB1BP3 NRK2	Homo sapiens (Human)
HSPC126	Q9NPJ6	reviewed	MED4_HUMAN	Mediator of RNA polymerase II transcription subunit 4 (Activator-recruited cofactor 36 kDa component) (ARC36) (Mediator complex subunit 4) (TRAP/SMCC/PC2 subunit p36 subunit) (Vitamin D3 receptor-interacting protein complex 36 kDa component) (DRIP36)	MED4 ARC36 DRIP36 VDRIP HSPC126	Homo sapiens (Human)
CS1	Q9NQ25	reviewed	SLAF7_HUMAN	SLAM family member 7 (CD2 subset 1) (CD2-like receptor-activating cytotoxic cells) (CRACC) (Membrane protein FOAP-12) (Novel Ly9) (Protein 19A) (CD antigen CD319)	SLAMF7 CS1 UNQ576/PRO1138	Homo sapiens (Human)
AKIP1	Q9NQ31	reviewed	AKIP1_HUMAN	A-kinase-interacting protein 1 (Breast cancer-associated gene 3 protein) (PKA-interacting protein) (Proline-rich protein BCA3)	AKIP1 BCA3 C11orf17	Homo sapiens (Human)
CRTAC1	Q9NQ79	reviewed	CRAC1_HUMAN	Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC)	CRTAC1 ASPIC1 CEP68	Homo sapiens (Human)
GPRC5C	Q9NQ84	reviewed	GPC5C_HUMAN	G-protein coupled receptor family C group 5 member C (Retinoic acid-induced gene 3 protein) (RAIG-3)	GPRC5C RAIG3 PSEC0087	Homo sapiens (Human)
NIT2	Q9NQR4	reviewed	NIT2_HUMAN	Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2)	NIT2 CUA002	Homo sapiens (Human)
PRDM8	Q9NQV8	reviewed	PRDM8_HUMAN	PR domain zinc finger protein 8 (EC 2.1.1.-) (PR domain-containing protein 8)	PRDM8 PFM5	Homo sapiens (Human)
NPDC1	Q9NQX5	reviewed	NPDC1_HUMAN	Neural proliferation differentiation and control protein 1 (NPDC-1)	NPDC1	Homo sapiens (Human)
ITM2C	Q9NQX7	reviewed	ITM2C_HUMAN	Integral membrane protein 2C (Cerebral protein 14) (Transmembrane protein BRI3) [Cleaved into: CT-BRI3]	ITM2C BRI3 hucep-14 NPD018 PSEC0047	Homo sapiens (Human)
BIN3	Q9NQY0	reviewed	BIN3_HUMAN	Bridging integrator 3	BIN3	Homo sapiens (Human)
ZC4H2	Q9NQZ6	reviewed	ZC4H2_HUMAN	Zinc finger C4H2 domain-containing protein (Hepatocellular carcinoma-associated antigen 127)	ZC4H2 HCA127 KIAA1166	Homo sapiens (Human)
ZNF71	Q9NQZ8	reviewed	ZNF71_HUMAN	Endothelial zinc finger protein induced by tumor necrosis factor alpha (Zinc finger protein 71)	ZNF71 EZFIT	Homo sapiens (Human)
DDX21	Q9NR30	reviewed	DDX21_HUMAN	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	DDX21	Homo sapiens (Human)
SH3GLB2	Q9NR46	reviewed	SHLB2_HUMAN	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)	SH3GLB2 KIAA1848 PP578	Homo sapiens (Human)
CYP26B1	Q9NR63	reviewed	CP26B_HUMAN	Cytochrome P450 26B1 (EC 1.14.13.-) (Cytochrome P450 26A2) (Cytochrome P450 retinoic acid-inactivating 2) (Cytochrome P450RAI-2) (Retinoic acid-metabolizing cytochrome)	CYP26B1 CYP26A2 P450RAI2	Homo sapiens (Human)
KLHL1	Q9NR64	reviewed	KLHL1_HUMAN	Kelch-like protein 1	KLHL1 KIAA1490	Homo sapiens (Human)
ARHGEF3	Q9NR81	reviewed	ARHG3_HUMAN	Rho guanine nucleotide exchange factor 3 (Exchange factor found in platelets and leukemic and neuronal tissues) (XPLN)	ARHGEF3	Homo sapiens (Human)
SPHK2	Q9NRA0	reviewed	SPHK2_HUMAN	Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91)	SPHK2 SK2	Homo sapiens (Human)
ST7	Q9NRC1	reviewed	ST7_HUMAN	Suppressor of tumorigenicity 7 protein (Protein FAM4A1) (Protein HELG)	ST7 FAM4A1 HELG RAY1	Homo sapiens (Human)
TSHZ2	Q9NRE2	reviewed	TSH2_HUMAN	Teashirt homolog 2 (Ovarian cancer-related protein 10-2) (OVC10-2) (Zinc finger protein 218)	TSHZ2 C20orf17 TSH2 ZNF218	Homo sapiens (Human)
POLE3	Q9NRF9	reviewed	DPOE3_HUMAN	DNA polymerase epsilon subunit 3 (Arsenic-transactivated protein) (AsTP) (Chromatin accessibility complex 17 kDa protein) (CHRAC-17) (HuCHRAC17) (DNA polymerase II subunit 3) (DNA polymerase epsilon subunit p17)	POLE3 CHRAC17	Homo sapiens (Human)
CHRAC1	Q9NRG0	reviewed	CHRC1_HUMAN	Chromatin accessibility complex protein 1 (CHRAC-1) (Chromatin accessibility complex 15 kDa protein) (CHRAC-15) (HuCHRAC15) (DNA polymerase epsilon subunit p15)	CHRAC1 CHRAC15	Homo sapiens (Human)
TULP4	Q9NRJ4	reviewed	TULP4_HUMAN	Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)	TULP4 KIAA1397 TUBL4 TUSP	Homo sapiens (Human)
UBQLN4	Q9NRR5	reviewed	UBQL4_HUMAN	Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75)	UBQLN4 C1orf6 CIP75 UBIN	Homo sapiens (Human)
INPP5E	Q9NRR6	reviewed	INP5E_HUMAN	Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)	INPP5E	Homo sapiens (Human)
CNNM1	Q9NRU3	reviewed	CNNM1_HUMAN	Metal transporter CNNM1 (Ancient conserved domain-containing protein 1) (Cyclin-M1)	CNNM1 ACDP1	Homo sapiens (Human)
VPS45	Q9NRW7	reviewed	VPS45_HUMAN	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	VPS45 VPS45A VPS45B	Homo sapiens (Human)
PLSCR3	Q9NRY6	reviewed	PLS3_HUMAN	Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3)	PLSCR3	Homo sapiens (Human)
ADARB2	Q9NS39	reviewed	RED2_HUMAN	Double-stranded RNA-specific editase B2 (EC 3.5.-.-) (RNA-dependent adenosine deaminase 3) (RNA-editing deaminase 2) (RNA-editing enzyme 2) (dsRNA adenosine deaminase B2)	ADARB2 ADAR3 RED2	Homo sapiens (Human)
TOPORS	Q9NS56	reviewed	TOPRS_HUMAN	E3 ubiquitin-protein ligase Topors (EC 2.3.2.27) (RING-type E3 ubiquitin transferase Topors) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3)	TOPORS LUN TP53BPL	Homo sapiens (Human)
GPR173	Q9NS66	reviewed	GP173_HUMAN	Probable G-protein coupled receptor 173 (Super conserved receptor expressed in brain 3)	GPR173 SREB3	Homo sapiens (Human)
GPR27	Q9NS67	reviewed	GPR27_HUMAN	Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1)	GPR27 SREB1	Homo sapiens (Human)
CA11	Q9NS71	reviewed	GKN1_HUMAN	Gastrokine-1 (18 kDa antrum mucosa protein) (AMP-18) (Protein CA11)	GKN1 AMP18 CA11 UNQ489/PRO1005	Homo sapiens (Human)
CHST7	Q9NS84	reviewed	CHST7_HUMAN	Carbohydrate sulfotransferase 7 (EC 2.8.2.-) (EC 2.8.2.17) (Chondroitin 6-sulfotransferase 2) (C6ST-2) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 5) (GST-5) (N-acetylglucosamine 6-O-sulfotransferase 4) (GlcNAc6ST-4) (Gn6st-4)	CHST7	Homo sapiens (Human)
CA10	Q9NS85	reviewed	CAH10_HUMAN	Carbonic anhydrase-related protein 10 (Carbonic anhydrase-related protein X) (CA-RP X) (CARP X) (Cerebral protein 15)	CA10 hucep-15 UNQ533/PRO1076	Homo sapiens (Human)
KCND1	Q9NSA2	reviewed	KCND1_HUMAN	A-type voltage-gated potassium channel KCND1 (Potassium voltage-gated channel subfamily D member 1) (Shal-type potassium channel KCND1) (Voltage-gated potassium channel subunit Kv4.1)	KCND1	Homo sapiens (Human)
SALL1	Q9NSC2	reviewed	SALL1_HUMAN	Sal-like protein 1 (Spalt-like transcription factor 1) (Zinc finger protein 794) (Zinc finger protein SALL1) (Zinc finger protein Spalt-1) (HSal1) (Sal-1)	SALL1 SAL1 ZNF794	Homo sapiens (Human)
SLC6A13	Q9NSD5	reviewed	S6A13_HUMAN	Sodium- and chloride-dependent GABA transporter 2 (GAT-2) (Solute carrier family 6 member 13)	SLC6A13 GAT2	Homo sapiens (Human)
RXFP3	Q9NSD7	reviewed	RL3R1_HUMAN	Relaxin-3 receptor 1 (RLN3 receptor 1) (G protein-coupled receptor SALPR) (G-protein coupled receptor GPCR135) (Relaxin family peptide receptor 3) (Somatostatin- and angiotensin-like peptide receptor)	RXFP3 GPCR135 RLN3R1 SALPR	Homo sapiens (Human)
ATP8A2	Q9NTI2	reviewed	AT8A2_HUMAN	Phospholipid-transporting ATPase IB (EC 7.6.2.1) (ATPase class I type 8A member 2) (ML-1) (P4-ATPase flippase complex alpha subunit ATP8A2)	ATP8A2 ATPIB	Homo sapiens (Human)
SACM1L	Q9NTJ5	reviewed	SAC1_HUMAN	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	SACM1L KIAA0851 SAC1	Homo sapiens (Human)
SLC39A9	Q9NUM3	reviewed	S39A9_HUMAN	Zinc transporter ZIP9 (Solute carrier family 39 member 9) (Zrt- and Irt-like protein 9) (ZIP-9)	SLC39A9 ZIP9 UNQ714/PRO1377	Homo sapiens (Human)
TXLNG	Q9NUQ3	reviewed	TXLNG_HUMAN	Gamma-taxilin (Environmental lipopolysaccharide-responding gene protein) (Factor inhibiting ATF4-mediated transcription) (FIAT) (Lipopolysaccharide-specific response protein 5)	TXLNG CXorf15 ELRG LSR5	Homo sapiens (Human)
UFSP2	Q9NUQ7	reviewed	UFSP2_HUMAN	Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-)	UFSP2 C4orf20	Homo sapiens (Human)
TMEM140	Q9NV12	reviewed	TM140_HUMAN	Transmembrane protein 140	TMEM140	Homo sapiens (Human)
TMEM39A	Q9NV64	reviewed	TM39A_HUMAN	Transmembrane protein 39A	TMEM39A SUSR2	Homo sapiens (Human)
NDFIP2	Q9NV92	reviewed	NFIP2_HUMAN	NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413)	NDFIP2 KIAA1165 N4WBP5A	Homo sapiens (Human)
AIG1	Q9NVV5	reviewed	AIG1_HUMAN	Androgen-induced gene 1 protein (AIG-1) (Fatty acid esters of hydroxy fatty acids hydrolase AIG1) (FAHFA hydrolase AIG1) (EC 3.1.-.-)	AIG1 CGI-103	Homo sapiens (Human)
IFT57	Q9NWB7	reviewed	IFT57_HUMAN	Intraflagellar transport protein 57 homolog (Dermal papilla-derived protein 8) (Estrogen-related receptor beta-like protein 1) (HIP1-interacting protein) (MHS4R2)	IFT57 DERP8 ESRRBL1 HIPPI	Homo sapiens (Human)
BEX4	Q9NWD9	reviewed	BEX4_HUMAN	Protein BEX4 (BEX1-like protein 1) (Brain-expressed X-linked protein 4) (Nerve growth factor receptor-associated protein 3)	BEX4 BEXL1 NADE3	Homo sapiens (Human)
BCD1	Q9NWK9	reviewed	BCD1_HUMAN	Box C/D snoRNA protein 1 (Serologically defined breast cancer antigen NY-BR-75) (Zinc finger HIT domain-containing protein 6)	ZNHIT6 BCD1 C1orf181	Homo sapiens (Human)
PAK1IP1	Q9NWT1	reviewed	PK1IP_HUMAN	p21-activated protein kinase-interacting protein 1 (PAK/PLC-interacting protein 1) (hPIP1) (PAK1-interacting protein 1) (WD repeat-containing protein 84)	PAK1IP1 PIP1 WDR84	Homo sapiens (Human)
DNAJC28	Q9NX36	reviewed	DJC28_HUMAN	DnaJ homolog subfamily C member 28	DNAJC28 C21orf55 C21orf78	Homo sapiens (Human)
OCIAD1	Q9NX40	reviewed	OCAD1_HUMAN	OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen)	OCIAD1 ASRIJ OCIA	Homo sapiens (Human)
MARCHF5	Q9NX47	reviewed	MARH5_HUMAN	E3 ubiquitin-protein ligase MARCHF5 (EC 2.3.2.27) (Membrane-associated RING finger protein 5) (Membrane-associated RING-CH protein V) (MARCH-V) (Mitochondrial ubiquitin ligase) (MITOL) (RING finger protein 153) (RING-type E3 ubiquitin transferase MARCHF5)	MARCHF5 MARCH5 RNF153	Homo sapiens (Human)
CHCHD3	Q9NX63	reviewed	MIC19_HUMAN	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	CHCHD3 MIC19 MINOS3	Homo sapiens (Human)
TMEM260	Q9NX78	reviewed	TM260_HUMAN	Protein O-mannosyl-transferase TMEM260 (EC 2.4.1.109) (Transmembrane protein 260)	TMEM260 C14orf101	Homo sapiens (Human)
SYBU	Q9NX95	reviewed	SYBU_HUMAN	Syntabulin (Golgi-localized syntaphilin-related protein) (Syntaxin-1-binding protein)	SYBU GOLSYN KIAA1472	Homo sapiens (Human)
ELOVL2	Q9NXB9	reviewed	ELOV2_HUMAN	Very long chain fatty acid elongase 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL2) (ELOVL fatty acid elongase 2) (ELOVL FA elongase 2) (Elongation of very long chain fatty acids protein 2) (Very long chain 3-ketoacyl-CoA synthase 2) (Very long chain 3-oxoacyl-CoA synthase 2)	ELOVL2 ELG3 SSC2	Homo sapiens (Human)
PPP1R14D	Q9NXH3	reviewed	PP14D_HUMAN	Protein phosphatase 1 regulatory subunit 14D (Gastrointestinal and brain-specific PP1-inhibitory protein 1) (GBPI-1)	PPP1R14D GBPI	Homo sapiens (Human)
TRMT1	Q9NXH9	reviewed	TRM1_HUMAN	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA methyltransferase 1) (hTRM1) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	TRMT1	Homo sapiens (Human)
PAQR5	Q9NXK6	reviewed	PAQR5_HUMAN	Membrane progestin receptor gamma (mPR gamma) (Membrane progesterone P4 receptor gamma) (Membrane progesterone receptor gamma) (Progesterone and adipoQ receptor family member 5) (Progestin and adipoQ receptor family member 5) (Progestin and adipoQ receptor family member V)	PAQR5 MPRG	Homo sapiens (Human)
CACNA2D2	Q9NY47	reviewed	CA2D2_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]	CACNA2D2 KIAA0558	Homo sapiens (Human)
TUBA8	Q9NY65	reviewed	TBA8_HUMAN	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) (Tubulin alpha chain-like 2) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	TUBA8 TUBAL2	Homo sapiens (Human)
